# ----------------------------------------
# PHCompany.com (Reporting)
# Demand Report
# 20161126-20161126
# ----------------------------------------

Hour of Day,Device Category,Event Label,Check In Date,Check Out Date,Number of Adults,Number of Children,Number of Rooms,Hits
2016112622,desktop,Hunton Park,07/12/2016,08/12/2016,2,0,1,1
2016112622,desktop,Hunton Park,09/12/2016,11/12/2016,2,1,1,1
2016112622,desktop,Oxford Spires Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112622,desktop,Oxford Witney Hotel,09/12/2016,10/12/2016,2,0,1,1
2016112622,desktop,The Principal Edinburgh George...,17/12/2016,18/12/2016,2,0,1,1
2016112622,desktop,The Principal Manchester,12/12/2016,16/12/2016,2,0,1,1
2016112622,desktop,The Principal York,28/11/2016,30/11/2016,2,0,1,1
2016112622,desktop,The Roxburghe Hotel,27/11/2016,29/11/2016,2,0,1,1
2016112622,desktop,The St David's Hotel,01/12/2016,03/12/2016,2,0,1,1
2016112622,desktop,The St Johns Hotel,07/01/2017,08/01/2017,2,0,1,1
2016112622,mobile,Blythswood Square Hotel,03/03/2017,05/03/2017,2,0,1,1
2016112622,mobile,Blythswood Square Hotel,05/01/2017,06/01/2017,2,0,1,1
2016112622,mobile,Blythswood Square Hotel,17/12/2016,18/12/2016,2,0,1,1
2016112622,mobile,Blythswood Square Hotel,19/01/2017,20/01/2017,2,0,1,1
2016112622,mobile,Blythswood Square Hotel,21/01/2017,22/01/2017,2,0,1,1
2016112622,mobile,Blythswood Square Hotel,23/01/2017,24/01/2017,2,0,1,1
2016112622,mobile,Blythswood Square Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112622,mobile,Cheadle House,09/12/2016,10/12/2016,2,2,1,1
2016112622,mobile,Cheshire,27/01/2017,29/01/2017,2,0,1,1
2016112622,mobile,Chicheley Hall,26/11/2016,27/11/2016,2,0,1,1
2016112622,mobile,Chicheley Hall,26/11/2016,28/11/2016,2,0,1,1
2016112622,mobile,Choose a destination,26/11/2016,27/11/2016,2,0,1,1
2016112622,mobile,De Vere Beaumont Estate,26/11/2016,27/11/2016,2,0,1,1
2016112622,mobile,De Vere Cotswold Water Park,10/02/2017,12/02/2017,2,0,1,1
2016112622,mobile,De Vere Cotswold Water Park,10/02/2017,14/02/2017,2,0,1,1
2016112622,mobile,De Vere Cotswold Water Park,13/01/2017,14/01/2017,2,0,1,1
2016112622,mobile,De Vere Cotswold Water Park,13/01/2017,15/01/2017,2,0,1,1
2016112622,mobile,De Vere Cotswold Water Park,14/04/2017,16/04/2017,2,0,1,1
2016112622,mobile,De Vere Cotswold Water Park,26/12/2016,27/12/2016,2,0,1,1
2016112622,mobile,De Vere Cotswold Water Park,27/05/2017,29/05/2017,2,0,1,1
2016112622,mobile,De Vere Cotswold Water Park,29/04/2017,01/05/2017,2,0,1,1
2016112622,mobile,De Vere Cotswold Water Park,31/12/2016,01/01/2017,2,0,1,1
2016112622,mobile,De Vere Cranage Estate,24/03/2017,26/03/2017,2,0,1,1
2016112622,mobile,De Vere Cranage Estate,27/01/2017,29/01/2017,2,0,1,1
2016112622,mobile,De Vere Devonport House,10/02/2017,11/02/2017,2,0,1,1
2016112622,mobile,De Vere Horwood Estate,02/12/2016,03/12/2016,2,0,1,1
2016112622,mobile,De Vere Latimer Estate,26/11/2016,27/11/2016,2,0,1,1
2016112622,mobile,De Vere Orchard Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112622,mobile,De Vere Oxford Thames,17/02/2017,19/02/2017,2,0,1,1
2016112622,mobile,De Vere Oxford Thames,17/12/2016,18/12/2016,2,0,1,1
2016112622,mobile,De Vere Selsdon Estate,02/12/2016,03/12/2016,2,0,1,1
2016112622,mobile,De Vere Tortworth Estate,03/02/2017,04/02/2017,2,0,1,1
2016112622,mobile,De Vere Tortworth Estate,10/12/2016,11/12/2016,2,1,1,1
2016112622,mobile,De Vere Tortworth Estate,20/01/2017,22/01/2017,2,0,1,1
2016112622,mobile,De Vere Tortworth Estate,30/12/2016,31/12/2016,2,0,1,1
2016112622,mobile,De Vere Wokefield Estate,10/12/2016,11/12/2016,2,1,1,1
2016112622,mobile,De Vere Wokefield Estate,26/11/2016,27/11/2016,2,0,1,1
2016112622,mobile,Eastwood Hall,08/02/2017,11/02/2017,2,0,1,1
2016112622,mobile,Gorse Hill,28/05/2017,29/05/2017,2,1,1,1
2016112622,mobile,Grand Central Hotel,09/06/2017,11/06/2017,2,0,1,1
2016112622,mobile,Grand Central Hotel,11/01/2017,12/01/2017,2,0,1,1
2016112622,mobile,Grand Central Hotel,11/02/2017,13/02/2017,2,0,1,1
2016112622,mobile,Grand Central Hotel,19/01/2017,21/01/2017,2,0,1,1
2016112622,mobile,Grand Central Hotel,20/01/2017,21/01/2017,2,0,1,1
2016112622,mobile,Grand Central Hotel,20/01/2017,22/01/2017,2,0,1,1
2016112622,mobile,Grand Central Hotel,21/01/2017,23/01/2017,2,0,1,1
2016112622,mobile,Grand Central Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112622,mobile,Grand Central Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112622,mobile,Grand Central Hotel,30/11/2016,01/12/2016,2,0,1,1
2016112622,mobile,Hunton Park,15/01/2017,16/01/2017,2,0,1,1
2016112622,mobile,Milton Hill,22/12/2016,24/12/2016,2,0,1,1
2016112622,mobile,Milton Hill,29/06/2017,01/07/2017,2,1,1,1
2016112622,mobile,Nottinghamshire,03/02/2017,04/02/2017,2,0,1,1
2016112622,mobile,Nottinghamshire,06/12/2016,08/12/2016,2,0,1,1
2016112622,mobile,Nottinghamshire,16/12/2016,17/12/2016,2,0,1,1
2016112622,mobile,Oxford Spires Hotel,28/01/2017,29/01/2017,2,0,1,1
2016112622,mobile,Oxford Spires Hotel,30/12/2016,01/01/2017,2,2,1,1
2016112622,mobile,Sedgebrook Hall,09/12/2016,10/12/2016,2,2,1,1
2016112622,mobile,Sedgebrook Hall,26/11/2016,27/11/2016,2,2,1,1
2016112622,mobile,The Bonham Hotel,13/03/2017,14/03/2017,2,0,1,1
2016112622,mobile,The Derbyshire,03/02/2017,05/02/2017,2,0,1,1
2016112622,mobile,The Met Hotel,10/12/2016,11/12/2016,2,0,1,1
2016112622,mobile,The Met Hotel,27/05/2017,29/05/2017,2,0,1,1
2016112622,mobile,The Principal Edinburgh George...,01/04/2017,03/04/2017,2,1,1,1
2016112622,mobile,The Principal Edinburgh George...,02/12/2016,04/12/2016,2,0,1,1
2016112622,mobile,The Principal Edinburgh George...,03/12/2016,04/12/2016,2,0,1,1
2016112622,mobile,The Principal Edinburgh George...,27/11/2016,28/11/2016,2,0,1,1
2016112622,mobile,The Principal Manchester,02/12/2016,04/12/2016,2,0,1,1
2016112622,mobile,The Principal Manchester,03/12/2016,04/12/2016,2,0,1,1
2016112622,mobile,The Principal Manchester,18/02/2017,20/02/2017,2,2,1,1
2016112622,mobile,The Principal York,10/12/2016,11/12/2016,2,1,1,1
2016112622,mobile,The Principal York,20/01/2017,22/01/2017,2,0,1,1
2016112622,mobile,The Principal York,26/06/2017,28/06/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,06/08/2017,08/08/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,09/12/2016,10/12/2016,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,11/01/2017,12/01/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,11/03/2017,13/03/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,13/08/2017,15/08/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,14/01/2017,15/01/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,16/03/2017,18/03/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,21/05/2017,23/05/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,21/08/2017,23/08/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,30/05/2017,31/05/2017,2,0,1,1
2016112622,mobile,The Roxburghe Hotel,30/11/2016,02/12/2016,2,0,1,1
2016112622,mobile,The St David's Hotel,12/01/2017,14/01/2017,2,0,1,1
2016112622,mobile,The St David's Hotel,17/12/2016,18/12/2016,2,0,1,1
2016112622,mobile,The St David's Hotel,20/12/2016,21/12/2016,2,0,1,1
2016112622,mobile,The St David's Hotel,23/12/2016,24/12/2016,2,0,1,1
2016112622,mobile,The St David's Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112622,mobile,The St David's Hotel,28/01/2017,29/01/2017,2,0,1,1
2016112622,mobile,The St David's Hotel,28/12/2016,29/12/2016,2,0,1,1
2016112622,mobile,The St David's Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112622,mobile,Warbrook House,26/11/2016,27/11/2016,2,0,1,1
2016112622,tablet,De Vere Cotswold Water Park,02/12/2016,03/12/2016,2,0,1,1
2016112622,tablet,De Vere Cotswold Water Park,02/12/2016,04/12/2016,2,0,1,1
2016112622,tablet,De Vere Cotswold Water Park,02/12/2016,05/12/2016,2,0,1,1
2016112622,tablet,De Vere Cotswold Water Park,25/03/2017,27/03/2017,2,0,1,1
2016112622,tablet,De Vere Devonport House,04/02/2017,06/02/2017,2,0,1,1
2016112622,tablet,De Vere Devonport House,17/12/2016,19/12/2016,2,0,1,1
2016112622,tablet,De Vere Devonport House,21/01/2017,23/01/2017,2,0,1,1
2016112622,tablet,De Vere Devonport House,21/02/2017,23/02/2017,2,0,1,1
2016112622,tablet,De Vere Devonport House,29/01/2017,31/01/2017,2,0,1,1
2016112622,tablet,De Vere Horsley Estate,09/12/2016,10/12/2016,2,0,1,1
2016112622,tablet,De Vere Horsley Estate,10/12/2016,11/12/2016,2,0,1,1
2016112622,tablet,De Vere Orchard Hotel,01/12/2016,04/12/2016,2,0,1,1
2016112622,tablet,De Vere Staverton Estate,08/12/2016,10/12/2016,2,0,1,1
2016112622,tablet,De Vere Tortworth Estate,04/12/2016,05/12/2016,2,0,1,1
2016112622,tablet,De Vere Tortworth Estate,28/11/2016,29/11/2016,2,0,1,1
2016112622,tablet,De Vere Tortworth Estate,30/12/2016,31/12/2016,2,0,1,1
2016112622,tablet,Denham Grove,27/11/2016,28/11/2016,2,0,1,1
2016112622,tablet,Grand Central Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112622,tablet,Milton Hill,18/03/2017,21/03/2017,2,0,1,1
2016112622,tablet,Ponsbourne Park,03/12/2016,04/12/2016,2,0,1,1
2016112622,tablet,Ponsbourne Park,22/12/2016,30/12/2016,2,0,2,2
2016112622,tablet,Sunningdale Park,03/12/2016,04/12/2016,2,0,1,1
2016112622,tablet,The Bonham Hotel,10/12/2016,11/12/2016,2,0,1,1
2016112622,tablet,The Bonham Hotel,14/01/2017,15/01/2017,2,0,1,1
2016112622,tablet,The Derbyshire,04/12/2016,07/12/2016,2,0,1,1
2016112622,tablet,The Derbyshire,04/12/2016,08/12/2016,2,0,1,1
2016112622,tablet,The Principal Edinburgh George...,07/12/2016,08/12/2016,2,0,1,1
2016112622,tablet,The Principal Edinburgh George...,11/02/2017,12/02/2017,2,0,1,1
2016112622,tablet,The Principal Edinburgh George...,30/11/2016,02/12/2016,2,0,1,1
2016112622,tablet,The Principal Manchester,28/11/2016,29/11/2016,2,0,1,1
2016112622,tablet,The St David's Hotel,02/12/2016,03/12/2016,2,0,2,2
2016112622,tablet,Warbrook House,13/12/2016,16/12/2016,2,0,1,1
2016112622,tablet,Wychwood Park,30/12/2016,31/12/2016,2,0,1,1
2016112623,desktop,Blythswood Square Hotel,23/12/2016,24/12/2016,2,0,1,1
2016112623,desktop,Blythswood Square Hotel,27/01/2017,04/02/2017,2,0,1,1
2016112623,desktop,Cheadle House,12/01/2017,14/01/2017,2,1,1,1
2016112623,desktop,De Vere Alexandra House,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,De Vere Beaumont Estate,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,De Vere Cotswold Water Park,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,De Vere Cotswold Water Park,10/12/2016,11/12/2016,2,0,1,1
2016112623,desktop,De Vere Cotswold Water Park,17/02/2017,19/02/2017,2,0,1,1
2016112623,desktop,De Vere Cranage Estate,12/01/2017,14/01/2017,2,1,1,1
2016112623,desktop,De Vere Horsley Estate,27/11/2016,28/11/2016,2,0,1,1
2016112623,desktop,De Vere Latimer Estate,16/12/2016,17/12/2016,2,0,1,1
2016112623,desktop,De Vere Orchard Hotel,18/02/2017,19/02/2017,2,0,1,1
2016112623,desktop,De Vere Orchard Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112623,desktop,De Vere Selsdon Estate,10/02/2017,12/02/2017,2,1,2,1
2016112623,desktop,De Vere Selsdon Estate,16/12/2016,18/12/2016,2,1,2,1
2016112623,desktop,De Vere Selsdon Estate,20/01/2017,22/01/2017,2,1,2,1
2016112623,desktop,De Vere Selsdon Estate,27/01/2017,29/01/2017,2,1,2,1
2016112623,desktop,De Vere Tortworth Estate,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,De Vere Wokefield Estate,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,De Vere Wotton House,28/01/2017,29/01/2017,2,0,1,1
2016112623,desktop,Eastwood Hall,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,Eastwood Hall,17/12/2016,18/12/2016,2,0,1,1
2016112623,desktop,Ettington Chase,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,Hunton Park,10/12/2016,11/12/2016,2,0,1,1
2016112623,desktop,Milton Hill,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,Oxford Spires Hotel,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,Oxfordshire,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,The Principal Manchester,27/11/2016,28/11/2016,2,0,1,1
2016112623,desktop,The Principal York,16/12/2016,17/12/2016,2,0,1,1
2016112623,desktop,The St David's Hotel,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,The St Johns Hotel,02/12/2016,04/12/2016,2,0,1,1
2016112623,desktop,The St Johns Hotel,30/11/2016,04/12/2016,2,0,1,1
2016112623,desktop,Wychwood Park,31/12/2016,02/01/2017,2,0,1,1
2016112623,mobile,Blythswood Square Hotel,02/12/2016,04/12/2016,2,1,1,1
2016112623,mobile,Blythswood Square Hotel,03/03/2017,05/03/2017,2,0,1,1
2016112623,mobile,Blythswood Square Hotel,14/01/2017,15/01/2017,2,0,1,1
2016112623,mobile,Blythswood Square Hotel,18/02/2017,19/02/2017,2,0,1,1
2016112623,mobile,Blythswood Square Hotel,18/03/2017,19/03/2017,2,0,1,1
2016112623,mobile,Blythswood Square Hotel,22/04/2017,23/04/2017,2,0,1,1
2016112623,mobile,Blythswood Square Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112623,mobile,Choose a destination,02/12/2016,04/12/2016,2,1,1,1
2016112623,mobile,De Vere Beaumont Estate,03/12/2016,04/12/2016,2,2,2,2
2016112623,mobile,De Vere Cotswold Water Park,28/12/2016,29/12/2016,2,0,1,1
2016112623,mobile,De Vere Cranage Estate,17/02/2017,19/02/2017,2,0,1,1
2016112623,mobile,De Vere Devonport House,03/12/2016,04/12/2016,2,1,1,1
2016112623,mobile,De Vere Orchard Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112623,mobile,De Vere Orchard Hotel,19/07/2017,21/07/2017,2,0,1,1
2016112623,mobile,De Vere Orchard Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112623,mobile,De Vere Selsdon Estate,02/12/2016,04/12/2016,2,0,1,1
2016112623,mobile,De Vere Selsdon Estate,13/01/2017,14/01/2017,2,0,1,1
2016112623,mobile,De Vere Selsdon Estate,29/12/2016,01/01/2017,2,1,2,1
2016112623,mobile,De Vere Theobalds Estate,03/12/2016,04/12/2016,2,0,1,1
2016112623,mobile,De Vere Tortworth Estate,02/01/2017,03/01/2017,2,0,1,1
2016112623,mobile,Ettington Chase,03/12/2016,04/12/2016,2,1,1,1
2016112623,mobile,Grand Central Hotel,14/02/2017,15/02/2017,2,0,1,1
2016112623,mobile,Hartsfield Manor,25/03/2017,26/03/2017,2,0,1,1
2016112623,mobile,Hartsfield Manor,31/03/2017,01/04/2017,2,0,1,1
2016112623,mobile,Hunton Park,25/02/2017,26/02/2017,2,0,1,1
2016112623,mobile,Milton Hill,17/02/2017,18/02/2017,2,0,1,1
2016112623,mobile,New Place,20/03/2017,21/03/2017,2,0,1,1
2016112623,mobile,Ponsbourne Park,29/11/2016,30/11/2016,2,0,1,1
2016112623,mobile,The Bonham Hotel,30/03/2017,02/04/2017,2,0,1,1
2016112623,mobile,The Principal Edinburgh George...,10/12/2016,11/12/2016,2,0,1,1
2016112623,mobile,The Principal Edinburgh George...,13/03/2017,14/03/2017,2,0,1,1
2016112623,mobile,The Principal Manchester,14/01/2017,15/01/2017,2,0,1,1
2016112623,mobile,The Principal York,06/02/2017,09/02/2017,2,0,1,1
2016112623,mobile,The Principal York,27/11/2016,28/11/2016,2,0,1,1
2016112623,mobile,The Roxburghe Hotel,02/12/2016,04/12/2016,2,1,1,1
2016112623,mobile,The Roxburghe Hotel,08/05/2017,09/05/2017,2,0,1,1
2016112623,mobile,The Roxburghe Hotel,09/12/2016,11/12/2016,2,0,1,1
2016112623,mobile,The St David's Hotel,01/12/2016,02/12/2016,2,0,1,1
2016112623,mobile,The St David's Hotel,06/01/2017,07/01/2017,2,0,1,1
2016112623,mobile,The St David's Hotel,09/12/2016,10/12/2016,2,0,1,1
2016112623,mobile,The St David's Hotel,14/01/2017,15/01/2017,2,0,1,1
2016112623,mobile,The St David's Hotel,30/11/2016,01/12/2016,2,0,1,1
2016112623,mobile,The St David's Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112623,mobile,The St Johns Hotel,03/12/2016,04/12/2016,2,1,1,1
2016112623,tablet,Blythswood Square Hotel,01/01/2017,03/01/2017,2,1,1,1
2016112623,tablet,Blythswood Square Hotel,22/02/2017,23/02/2017,2,0,1,1
2016112623,tablet,De Vere Devonport House,07/12/2016,08/12/2016,2,0,1,1
2016112623,tablet,De Vere Devonport House,11/03/2017,12/03/2017,2,0,1,1
2016112623,tablet,De Vere Devonport House,28/01/2017,29/01/2017,2,0,1,1
2016112623,tablet,De Vere Latimer Estate,16/12/2016,17/12/2016,2,0,1,1
2016112623,tablet,De Vere Selsdon Estate,27/01/2017,29/01/2017,2,0,1,1
2016112623,tablet,De Vere Tortworth Estate,11/12/2016,12/12/2016,2,0,1,1
2016112623,tablet,De Vere Wotton House,11/12/2016,12/12/2016,2,0,1,1
2016112623,tablet,Denham Grove,16/12/2016,17/12/2016,2,0,1,1
2016112623,tablet,Grand Central Hotel,04/12/2016,05/12/2016,2,0,1,1
2016112623,tablet,Grand Central Hotel,17/03/2017,18/03/2017,2,0,1,1
2016112623,tablet,Grand Central Hotel,28/01/2017,29/01/2017,2,0,1,1
2016112623,tablet,Grand Central Hotel,28/12/2016,29/12/2016,2,0,1,1
2016112623,tablet,New Place,27/12/2016,29/12/2016,2,1,1,1
2016112623,tablet,Oxford Spires Hotel,08/05/2017,09/05/2017,2,0,1,1
2016112623,tablet,The Bonham Hotel,24/11/2017,26/11/2017,2,0,1,1
2016112623,tablet,The Met Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112623,tablet,The Principal Manchester,02/12/2016,03/12/2016,2,0,1,1
2016112623,tablet,The Principal York,31/12/2016,02/01/2017,2,0,1,1
2016112623,tablet,The St David's Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112600,desktop,De Vere Devonport House,27/11/2016,28/11/2016,1,0,1,1
2016112600,desktop,De Vere Orchard Hotel,29/11/2016,01/12/2016,1,0,1,1
2016112600,desktop,Denham Grove,27/11/2016,28/11/2016,1,0,1,1
2016112600,mobile,Blythswood Square Hotel,18/01/2017,19/01/2017,1,0,1,1
2016112600,mobile,De Vere Alexandra House,09/12/2016,10/12/2016,1,0,1,1
2016112600,mobile,De Vere Alexandra House,18/12/2016,19/12/2016,1,0,1,1
2016112600,mobile,De Vere Devonport House,26/11/2016,27/11/2016,1,0,1,1
2016112600,mobile,De Vere Theobalds Estate,09/12/2016,10/12/2016,1,0,1,1
2016112600,mobile,Denham Grove,09/12/2016,10/12/2016,1,0,1,1
2016112600,mobile,Hunton Park,09/12/2016,10/12/2016,1,0,1,1
2016112600,mobile,The Principal Edinburgh George...,17/12/2016,18/12/2016,1,0,1,1
2016112600,mobile,The Principal Edinburgh George...,29/11/2016,30/11/2016,1,0,1,1
2016112600,mobile,The St David's Hotel,27/01/2017,29/01/2017,1,0,1,1
2016112600,tablet,The Principal Edinburgh George...,05/12/2016,06/12/2016,1,0,1,1
2016112600,tablet,The Principal Edinburgh George...,29/11/2016,30/11/2016,1,0,1,1
2016112600,tablet,The St Johns Hotel,04/12/2016,06/12/2016,1,0,1,1
2016112600,tablet,The St Johns Hotel,19/12/2016,20/12/2016,1,0,1,1
2016112601,desktop,De Vere Devonport House,09/12/2016,10/12/2016,1,0,1,1
2016112601,desktop,De Vere Orchard Hotel,25/12/2016,26/12/2016,1,0,1,1
2016112601,desktop,De Vere Orchard Hotel,26/12/2016,27/12/2016,1,0,1,1
2016112601,desktop,The Derbyshire,26/03/2017,31/03/2017,1,0,1,1
2016112601,desktop,The St Johns Hotel,05/12/2016,06/12/2016,1,0,1,1
2016112601,desktop,The St Johns Hotel,26/11/2016,27/11/2016,1,0,1,1
2016112601,mobile,Chicheley Hall,11/01/2017,12/01/2017,1,0,1,1
2016112601,mobile,De Vere Cranage Estate,13/12/2016,14/12/2016,1,0,1,1
2016112601,mobile,De Vere Cranage Estate,14/12/2016,15/12/2016,1,0,1,1
2016112601,mobile,De Vere Cranage Estate,15/12/2016,16/12/2016,1,0,1,1
2016112601,mobile,De Vere Theobalds Estate,28/01/2017,29/01/2017,1,0,1,1
2016112601,mobile,Denham Grove,23/01/2017,26/01/2017,1,0,1,1
2016112601,mobile,Denham Grove,29/01/2017,01/02/2017,1,0,1,1
2016112601,mobile,Eastwood Hall,28/11/2016,29/11/2016,1,0,1,1
2016112601,tablet,De Vere Theobalds Estate,01/01/2017,02/01/2017,1,0,1,1
2016112602,desktop,The Principal Manchester,21/12/2016,23/12/2016,1,0,1,1
2016112602,mobile,De Vere Devonport House,26/11/2016,27/11/2016,1,0,1,1
2016112602,tablet,Oxford Spires Hotel,08/12/2016,12/12/2016,1,0,1,1
2016112602,tablet,The Principal Edinburgh George...,18/05/2017,20/05/2017,1,0,1,1
2016112603,desktop,The Bonham Hotel,06/08/2017,07/08/2017,1,0,1,1
2016112603,desktop,The Roxburghe Hotel,31/08/2017,03/09/2017,1,0,1,1
2016112603,desktop,The St David's Hotel,27/01/2017,29/01/2017,1,0,1,1
2016112604,mobile,Hunton Park,01/12/2016,02/12/2016,1,0,1,1
2016112604,tablet,The Derbyshire,06/12/2016,07/12/2016,1,0,1,1
2016112605,mobile,De Vere Latimer Estate,14/01/2017,15/01/2017,1,0,1,1
2016112605,mobile,De Vere Wokefield Estate,07/01/2017,08/01/2017,1,0,1,1
2016112605,mobile,Oxford Spires Hotel,07/12/2016,10/12/2016,1,0,1,1
2016112605,tablet,De Vere Latimer Estate,12/12/2016,13/12/2016,1,0,1,1
2016112606,desktop,Choose a destination,29/11/2016,30/11/2016,1,0,1,1
2016112606,mobile,De Vere Horwood Estate,27/11/2016,28/11/2016,1,0,1,1
2016112606,tablet,Choose a destination,15/12/2016,16/12/2016,1,0,1,1
2016112606,tablet,The Principal Manchester,15/12/2016,16/12/2016,1,0,1,1
2016112607,desktop,De Vere Orchard Hotel,26/11/2016,27/11/2016,1,0,1,1
2016112607,desktop,Milton Hill,04/02/2017,05/02/2017,1,0,1,1
2016112607,mobile,De Vere Horwood Estate,01/02/2017,02/02/2017,1,0,1,1
2016112607,mobile,De Vere Horwood Estate,12/01/2017,02/02/2017,1,0,1,1
2016112607,mobile,De Vere Theobalds Estate,04/12/2016,07/12/2016,1,0,1,1
2016112607,mobile,De Vere Theobalds Estate,15/02/2017,17/02/2017,1,1,1,1
2016112607,mobile,De Vere Tortworth Estate,15/12/2016,16/12/2016,1,0,1,1
2016112607,mobile,The Principal Manchester,20/01/2017,21/01/2017,1,0,1,1
2016112607,mobile,The Roxburghe Hotel,28/11/2016,02/12/2016,1,0,1,1
2016112607,mobile,The St David's Hotel,29/12/2016,31/12/2016,1,0,1,1
2016112607,mobile,The St David's Hotel,31/12/2016,01/01/2017,1,0,1,1
2016112607,tablet,The Principal Manchester,26/11/2016,27/11/2016,1,0,1,1
2016112607,tablet,The St David's Hotel,07/04/2017,09/04/2017,1,1,1,1
2016112608,desktop,De Vere Cotswold Water Park,26/11/2016,27/11/2016,1,2,1,1
2016112608,desktop,De Vere Devonport House,01/12/2016,02/12/2016,1,0,1,1
2016112608,desktop,De Vere Devonport House,17/12/2016,18/12/2016,1,0,1,1
2016112608,desktop,De Vere Selsdon Estate,25/06/2017,26/06/2017,1,0,1,1
2016112608,desktop,De Vere Selsdon Estate,25/06/2017,27/06/2017,1,0,1,1
2016112608,desktop,De Vere Selsdon Estate,28/12/2016,31/12/2016,1,0,1,1
2016112608,desktop,New Place,27/12/2016,28/12/2016,1,0,1,1
2016112608,desktop,The Principal York,27/11/2016,02/12/2016,1,0,1,1
2016112608,mobile,Cheadle House,28/12/2016,29/12/2016,1,0,1,1
2016112608,mobile,De Vere Latimer Estate,12/12/2016,15/12/2016,1,0,1,1
2016112608,mobile,De Vere Latimer Estate,26/11/2016,27/11/2016,1,0,1,1
2016112608,mobile,De Vere Oxford Thames,03/02/2017,04/02/2017,1,0,1,1
2016112608,mobile,De Vere Theobalds Estate,26/11/2016,27/11/2016,1,0,1,1
2016112608,mobile,The Derbyshire,01/12/2016,03/12/2016,1,0,1,1
2016112608,mobile,The Principal Edinburgh George...,09/12/2016,11/12/2016,1,0,1,1
2016112608,mobile,The Principal Manchester,05/01/2017,07/01/2017,1,0,1,1
2016112608,mobile,The Principal York,28/12/2016,29/12/2016,1,0,1,1
2016112608,mobile,The St Johns Hotel,26/02/2017,27/02/2017,1,0,1,1
2016112608,tablet,De Vere Cotswold Water Park,18/12/2016,19/12/2016,1,0,1,1
2016112608,tablet,De Vere Oxford Thames,18/12/2016,20/12/2016,1,0,1,1
2016112608,tablet,De Vere Selsdon Estate,02/12/2016,04/12/2016,1,0,1,1
2016112608,tablet,De Vere Wokefield Estate,26/11/2016,27/11/2016,1,1,1,1
2016112608,tablet,New Place,20/12/2016,21/12/2016,1,0,1,1
2016112608,tablet,Ponsbourne Park,02/12/2016,03/12/2016,1,0,1,1
2016112608,tablet,Sedgebrook Hall,02/12/2016,04/12/2016,1,0,1,1
2016112608,tablet,Sunningdale Park,26/11/2016,27/11/2016,1,1,1,1
2016112608,tablet,The Principal Edinburgh George...,21/02/2017,24/02/2017,1,0,1,1
2016112609,desktop,Blythswood Square Hotel,31/12/2016,01/01/2017,1,0,1,1
2016112609,desktop,De Vere Orchard Hotel,27/11/2016,28/11/2016,1,0,1,1
2016112609,desktop,De Vere Orchard Hotel,27/11/2016,29/11/2016,1,0,1,1
2016112609,desktop,De Vere Staverton Estate,10/03/2017,12/03/2017,1,0,1,1
2016112609,desktop,De Vere Wokefield Estate,01/12/2016,02/12/2016,1,0,1,1
2016112609,desktop,The Derbyshire,08/12/2016,11/12/2016,1,0,1,1
2016112609,desktop,The Principal Edinburgh George...,01/12/2016,02/12/2016,1,0,1,1
2016112609,desktop,The Principal Edinburgh George...,16/12/2016,19/12/2016,1,0,1,1
2016112609,desktop,The Principal Edinburgh George...,28/11/2016,29/11/2016,1,0,1,1
2016112609,desktop,The Principal Edinburgh George...,29/11/2016,30/11/2016,1,0,1,1
